model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 1 Series,2014,12000,Manual,41500,Diesel,125,57.6,2
 1 Series,2016,14000,Manual,24678,Diesel,30,65.7,2
 M4,2019,48000,Semi-Auto,2258,Petrol,145,34,3
 2 Series,2019,23950,Semi-Auto,4413,Diesel,145,46.3,2
 4 Series,2019,26550,Semi-Auto,7292,Diesel,145,58.9,2
 X1,2016,18000,Semi-Auto,46354,Diesel,125,57.6,2
 6 Series,2018,27990,Semi-Auto,21525,Diesel,150,49.6,3
 1 Series,2017,13450,Manual,15663,Petrol,150,53.3,1.5
 X5,2017,34990,Automatic,18000,Diesel,200,47.1,3
 4 Series,2020,29500,Semi-Auto,17,Diesel,145,60.1,2
 5 Series,2019,28500,Semi-Auto,3816,Diesel,145,62.8,2
 5 Series,2019,26000,Semi-Auto,4405,Petrol,145,48.7,2
 X2,2019,27000,Manual,4825,Diesel,145,49.6,2
 4 Series,2019,27000,Semi-Auto,4406,Diesel,145,60.1,2
 3 Series,2019,33000,Semi-Auto,11564,Diesel,145,49.6,2
 X2,2019,32000,Semi-Auto,10,Petrol,145,34,2
 5 Series,2016,14495,Semi-Auto,51700,Diesel,30,65.7,2
 3 Series,2013,9498,Semi-Auto,55701,Petrol,145,47.9,1.6
 1 Series,2018,23498,Semi-Auto,11131,Petrol,145,39.8,3
 3 Series,2020,51000,Semi-Auto,5000,Diesel,150,43.5,3
 X3,2016,22000,Semi-Auto,25000,Diesel,150,54.3,2
 1 Series,2017,23000,Semi-Auto,18100,Petrol,150,39.8,3
 X6,2018,39990,Semi-Auto,7427,Diesel,145,40.9,3
 3 Series,2017,17000,Semi-Auto,43362,Diesel,145,56.5,3
 1 Series,2017,11990,Manual,18435,Petrol,125,53.3,1.5
 1 Series,2019,16500,Semi-Auto,5000,Diesel,145,72.4,1.5
 X4,2018,40000,Semi-Auto,4135,Diesel,145,37.2,3
 1 Series,2019,27000,Semi-Auto,1214,Diesel,145,51.4,2
 M5,2019,72000,Semi-Auto,3545,Petrol,145,24.1,4.4
 3 Series,2017,19650,Semi-Auto,43267,Diesel,145,62.8,2
 X5,2020,60990,Semi-Auto,3500,Diesel,145,33.6,3
 4 Series,2019,22500,Semi-Auto,5623,Diesel,145,65.7,2
 M4,2018,43500,Semi-Auto,2577,Petrol,150,34,3
 2 Series,2015,18700,Semi-Auto,43617,Petrol,265,37.2,3
 X5,2015,26000,Automatic,52936,Diesel,205,47.1,3
 7 Series,2017,34000,Semi-Auto,25000,Diesel,150,53.3,3
 3 Series,2014,15000,Semi-Auto,56000,Diesel,150,55.4,2
 3 Series,2017,18300,Semi-Auto,20000,Diesel,150,62.8,2
 4 Series,2015,15990,Semi-Auto,87597,Diesel,160,51.4,3
 3 Series,2013,9995,Manual,74449,Petrol,200,41.5,2
 X2,2019,23498,Semi-Auto,3241,Petrol,150,40.4,2
 3 Series,2019,34450,Semi-Auto,3500,Diesel,145,45.6,3
 X7,2019,67400,Semi-Auto,5600,Diesel,150,33.6,3
 7 Series,2019,47990,Semi-Auto,7780,Petrol,145,34.5,3
 X3,2020,35900,Semi-Auto,4500,Diesel,150,54.3,2
 4 Series,2016,18498,Semi-Auto,24188,Diesel,145,55.4,3
 X1,2017,18998,Semi-Auto,26939,Diesel,145,65.7,2
 X1,2018,16995,Semi-Auto,17276,Petrol,150,46.3,1.5
 3 Series,2017,20998,Semi-Auto,26252,Diesel,145,51.4,3
 3 Series,2017,15998,Semi-Auto,19675,Petrol,125,51.4,2
 1 Series,2019,29000,Semi-Auto,100,Diesel,150,48.7,2
 X5,2019,51000,Semi-Auto,6000,Diesel,150,37.7,3
 X5,2017,29945,Automatic,30207,Diesel,200,47.1,3
 5 Series,2018,24595,Semi-Auto,28502,Diesel,145,65.7,2
 5 Series,2014,13990,Semi-Auto,73837,Diesel,160,51.4,3
 3 Series,2017,14990,Semi-Auto,48604,Diesel,30,67.3,2
 5 Series,2017,22990,Semi-Auto,33492,Diesel,145,60.1,2
 5 Series,2013,10495,Semi-Auto,83380,Diesel,125,57.6,2
 4 Series,2018,22595,Semi-Auto,18937,Petrol,145,48.7,2
 3 Series,2019,27995,Semi-Auto,2460,Diesel,145,53.3,2
 X1,2016,17298,Semi-Auto,48697,Diesel,125,57.6,2
 X1,2018,16995,Semi-Auto,17276,Petrol,150,46.3,1.5
 X1,2017,17995,Manual,23692,Diesel,125,58.9,2
 5 Series,2017,21998,Semi-Auto,25260,Diesel,145,60.1,2
 X1,2017,16698,Semi-Auto,25291,Diesel,30,65.7,2
 1 Series,2015,12298,Semi-Auto,37634,Diesel,30,64.2,2
 1 Series,2017,13798,Manual,34446,Diesel,145,65.7,2
 1 Series,2018,14000,Manual,19995,Petrol,145,37.7,1.5
 4 Series,2018,24000,Manual,24848,Petrol,145,36.7,3
 M4,2020,50000,Semi-Auto,700,Petrol,145,34,3
 4 Series,2018,21500,Semi-Auto,4038,Petrol,150,45.6,2
 3 Series,2016,22000,Semi-Auto,31250,Diesel,165,51.4,3
 5 Series,2015,16000,Semi-Auto,64194,Diesel,165,51.4,3
 3 Series,2015,18500,Semi-Auto,38218,Diesel,165,51.4,3
 3 Series,2019,28000,Automatic,6148,Diesel,145,52.3,2
 3 Series,2018,27000,Automatic,13430,Diesel,145,49.6,3
 X3,2015,17000,Semi-Auto,35500,Diesel,200,47.9,3
 X3,2014,14495,Semi-Auto,56787,Diesel,150,54.3,2
 1 Series,2016,16200,Semi-Auto,13369,Diesel,20,68.9,1.5
 2 Series,2018,19000,Semi-Auto,3764,Petrol,145,53.3,1.5
 4 Series,2017,17495,Manual,13471,Petrol,145,46.3,2
 i8,2016,48998,Automatic,10087,Hybrid,0,134.5,1.5
 X4,2018,36000,Semi-Auto,5000,Diesel,145,40.4,3
 M4,2020,43000,Semi-Auto,40,Petrol,145,34,3
 3 Series,2020,40000,Semi-Auto,2000,Diesel,145,47.9,3
 7 Series,2019,49000,Semi-Auto,7970,Diesel,145,44.8,3
 M2,2016,31000,Semi-Auto,14712,Petrol,260,35.8,3
 X7,2019,67000,Semi-Auto,4900,Diesel,145,33.6,3
 5 Series,2018,30500,Semi-Auto,9671,Petrol,145,39.2,3
 2 Series,2019,21500,Semi-Auto,2070,Petrol,145,40.9,1.5
 3 Series,2016,19500,Semi-Auto,49104,Diesel,160,51.4,3
 1 Series,2016,19000,Semi-Auto,42792,Petrol,200,39.8,3
 2 Series,2019,30000,Semi-Auto,5555,Petrol,145,38.2,3
 5 Series,2019,42500,Semi-Auto,3555,Diesel,145,51.4,3
 3 Series,2016,22500,Semi-Auto,16890,Diesel,160,51.4,3
 2 Series,2020,36000,Semi-Auto,5550,Petrol,145,36.2,2
 3 Series,2018,25000,Semi-Auto,23555,Diesel,145,49.6,3
 2 Series,2018,14998,Manual,2683,Petrol,145,44.1,1.5
 X1,2017,16998,Semi-Auto,46622,Diesel,125,57.6,2
 3 Series,2016,13298,Semi-Auto,46392,Diesel,0,74.3,2
 3 Series,2013,12298,Semi-Auto,73845,Diesel,145,54.3,3
 5 Series,2018,23998,Semi-Auto,14052,Diesel,145,62.8,2
 3 Series,2019,26498,Semi-Auto,21165,Diesel,145,48.7,2
 4 Series,2019,21998,Semi-Auto,19856,Diesel,145,65.7,2
 3 Series,2019,23298,Semi-Auto,11974,Diesel,145,54.3,2
 1 Series,2015,13500,Manual,31652,Diesel,30,62.8,2
 2 Series,2018,17500,Automatic,6079,Diesel,145,51.4,2
 1 Series,2019,16600,Manual,7000,Diesel,145,68.9,2
 2 Series,2016,16450,Semi-Auto,10250,Diesel,30,62.8,2
 X5,2019,49000,Semi-Auto,4860,Diesel,145,37.7,3
 X1,2019,25500,Automatic,2984,Diesel,145,60.1,2
 3 Series,2016,14000,Manual,30679,Diesel,125,62.8,2
 6 Series,2017,27500,Semi-Auto,21083,Diesel,145,51.4,3
 1 Series,2017,13500,Manual,16423,Diesel,150,72.4,1.5
 4 Series,2019,25000,Manual,4000,Diesel,150,55.4,2
 3 Series,2019,32000,Semi-Auto,15114,Diesel,150,49.6,3
 5 Series,2017,30000,Semi-Auto,9750,Diesel,150,56.5,3
 5 Series,2017,21900,Semi-Auto,38649,Diesel,145,65.7,2
 3 Series,2019,34900,Semi-Auto,4600,Diesel,145,49.6,2
 1 Series,2019,22700,Semi-Auto,14822,Diesel,145,60.1,2
 X2,2018,23900,Semi-Auto,12887,Diesel,145,61.4,2
 4 Series,2019,27450,Semi-Auto,8142,Diesel,145,52.3,3
 X5,2019,46600,Semi-Auto,9584,Diesel,145,37.7,3
 4 Series,2019,26800,Semi-Auto,7667,Diesel,145,58.9,2
 1 Series,2015,16450,Semi-Auto,25499,Diesel,125,60.1,2
 X1,2019,25000,Manual,3715,Diesel,145,68.9,2
 X2,2019,27000,Automatic,49,Diesel,145,50.4,2
 3 Series,2019,32000,Automatic,5557,Diesel,145,49.6,2
 2 Series,2019,21000,Semi-Auto,2380,Petrol,145,40.9,1.5
 2 Series,2019,21000,Manual,3078,Petrol,145,39.8,1.5
 2 Series,2019,21000,Manual,1251,Petrol,145,42.8,1.5
 2 Series,2019,23500,Semi-Auto,2664,Petrol,145,50.4,2
 2 Series,2019,20500,Manual,1612,Petrol,145,42.8,1.5
 4 Series,2018,20500,Semi-Auto,6668,Diesel,145,65.7,2
 2 Series,2019,20500,Automatic,6679,Petrol,145,47.9,2
 2 Series,2019,20500,Automatic,1689,Petrol,145,50.4,2
 5 Series,2017,24998,Semi-Auto,24769,Diesel,145,60.1,3
 4 Series,2018,20990,Semi-Auto,26706,Diesel,150,58.9,2
 X3,2016,18990,Semi-Auto,12996,Diesel,150,54.3,2
 2 Series,2019,19500,Manual,1501,Petrol,145,42.8,1.5
 2 Series,2019,23500,Semi-Auto,2164,Diesel,145,49.6,2
 M4,2020,48000,Semi-Auto,30,Petrol,145,34,3
 5 Series,2019,29500,Automatic,3388,Diesel,145,60.1,3
 2 Series,2015,12000,Manual,28410,Petrol,30,57.6,1.5
 2 Series,2019,24000,Automatic,477,Petrol,145,47.9,2
 5 Series,2019,30000,Automatic,10654,Diesel,145,60.1,2
 X2,2019,29000,Automatic,2472,Diesel,145,48.7,2
 4 Series,2019,25450,Semi-Auto,1000,Diesel,150,60.1,2
 X2,2018,24490,Semi-Auto,7100,Diesel,150,61.4,2
 X1,2014,12490,Semi-Auto,49400,Diesel,165,51.4,2
 2 Series,2019,19750,Semi-Auto,9014,Diesel,145,49.6,2
 5 Series,2017,21900,Semi-Auto,23291,Diesel,145,65.7,2
 X1,2018,21500,Semi-Auto,12710,Petrol,145,44.8,2
 3 Series,2018,27500,Semi-Auto,9329,Diesel,145,51.4,3
 X5,2018,34756,Automatic,20630,Diesel,145,47.1,3
 1 Series,2017,21514,Semi-Auto,15907,Petrol,150,39.8,3
 X1,2016,18998,Semi-Auto,24347,Diesel,150,55.4,2
 1 Series,2019,22000,Manual,2574,Petrol,145,44.1,1.5
 1 Series,2019,21000,Manual,1906,Petrol,145,44.1,1.5
 3 Series,2019,31000,Semi-Auto,1397,Diesel,145,50.4,2
 X5,2014,25000,Automatic,38389,Diesel,200,47.1,3
 5 Series,2018,23500,Semi-Auto,23650,Diesel,145,53.3,3
 1 Series,2013,10500,Manual,48255,Diesel,30,62.8,2
 3 Series,2013,15000,Semi-Auto,21940,Diesel,125,58.9,2
 X4,2020,43000,Semi-Auto,857,Diesel,145,40.9,3
 3 Series,2018,17998,Semi-Auto,19950,Diesel,145,65.7,2
 1 Series,2016,15498,Semi-Auto,15621,Diesel,30,65.7,2
 1 Series,2019,29398,Semi-Auto,9983,Petrol,145,39.8,3
 3 Series,2013,10420,Manual,53352,Petrol,200,43.5,2
 2 Series,2016,17998,Semi-Auto,28099,Diesel,145,55.4,2
 X1,2016,18998,Semi-Auto,20874,Diesel,150,55.4,2
 1 Series,2016,14398,Semi-Auto,21037,Diesel,20,68.9,1.5
 1 Series,2017,18998,Manual,17888,Petrol,260,36.2,3
 5 Series,2019,26498,Semi-Auto,16466,Diesel,145,60.1,2
 3 Series,2015,12998,Semi-Auto,25243,Diesel,30,62.8,2
 X1,2016,15998,Manual,45484,Diesel,125,58.9,2
 3 Series,2019,27998,Semi-Auto,9624,Diesel,150,52.3,2
 1 Series,2016,14998,Manual,23879,Diesel,30,62.8,2
 X1,2017,19998,Semi-Auto,17922,Diesel,145,55.4,2
 1 Series,2015,13998,Semi-Auto,38279,Diesel,125,60.1,2
 3 Series,2015,11998,Manual,40325,Petrol,125,52.3,1.5
 5 Series,2017,21498,Semi-Auto,34296,Diesel,145,65.7,2
 3 Series,2017,19698,Semi-Auto,44075,Diesel,145,51.4,3
 3 Series,2017,21498,Semi-Auto,13102,Diesel,145,51.4,3
 3 Series,2016,11998,Manual,49669,Diesel,30,67.3,2
 3 Series,2017,20498,Semi-Auto,7926,Diesel,145,56.5,3
 3 Series,2017,18298,Semi-Auto,33384,Hybrid,0,134.5,2
 3 Series,2016,13998,Semi-Auto,38417,Diesel,30,67.3,2
 1 Series,2019,19298,Semi-Auto,10040,Diesel,145,67.3,2
 3 Series,2019,26498,Semi-Auto,13579,Diesel,145,48.7,2
 3 Series,2013,10998,Semi-Auto,74712,Petrol,205,42.8,2
 3 Series,2013,10998,Manual,72315,Diesel,30,61.4,2
 3 Series,2013,10998,Manual,44602,Diesel,30,61.4,2
 X5,2013,16498,Automatic,56003,Diesel,300,38.2,3
 5 Series,2015,13498,Semi-Auto,88333,Diesel,30,62.8,2
 1 Series,2019,21998,Semi-Auto,4061,Petrol,145,54.3,1.5
 2 Series,2017,17998,Semi-Auto,27997,Diesel,145,57.6,2
 1 Series,2013,7998,Manual,74772,Diesel,30,65.7,2
 X5,2019,45995,Semi-Auto,16644,Diesel,150,37.7,3
 X1,2016,19498,Semi-Auto,19850,Diesel,145,55.4,2
 4 Series,2018,21498,Semi-Auto,8441,Petrol,150,48.7,2
 1 Series,2013,8298,Manual,60741,Diesel,30,65.7,2
 3 Series,2019,23498,Semi-Auto,10629,Diesel,145,57.7,2
 3 Series,2016,13798,Semi-Auto,46673,Diesel,0,74.3,2
 1 Series,2014,16998,Semi-Auto,30954,Petrol,235,37.7,3
 1 Series,2015,12498,Semi-Auto,14501,Diesel,0,78.5,1.5
 1 Series,2018,17498,Manual,10374,Diesel,145,49.6,2
 1 Series,2016,14498,Manual,24382,Diesel,20,70.6,1.5
 3 Series,2017,18998,Semi-Auto,28332,Hybrid,0,134.5,2
 3 Series,2019,20498,Semi-Auto,6160,Petrol,150,44.8,2
 3 Series,2019,23298,Semi-Auto,11326,Diesel,145,54.3,2
 3 Series,2017,21998,Semi-Auto,21784,Diesel,145,56.5,3
 1 Series,2013,6998,Manual,73603,Diesel,30,62.8,2
 3 Series,2016,11298,Manual,64308,Diesel,20,68.9,2
 X1,2016,19498,Semi-Auto,20153,Diesel,145,55.4,2
 3 Series,2017,19498,Semi-Auto,56785,Diesel,145,51.4,3
 5 Series,2014,18750,Semi-Auto,34219,Diesel,200,47.9,3
 X3,2014,15795,Semi-Auto,63000,Diesel,145,54.3,2
 3 Series,2015,13995,Semi-Auto,46316,Petrol,160,46.3,2
 X1,2017,17998,Semi-Auto,33534,Diesel,150,55.4,2
 3 Series,2016,16295,Manual,16604,Diesel,30,64.2,2
 3 Series,2017,17695,Semi-Auto,24909,Diesel,145,62.8,2
 1 Series,2018,16998,Manual,19154,Diesel,150,49.6,2
 2 Series,2020,30000,Semi-Auto,914,Petrol,145,42.2,1.5
 8 Series,2020,63000,Semi-Auto,3000,Diesel,145,40.4,3
 X3,2013,14000,Semi-Auto,47111,Diesel,160,50.4,2
 X3,2016,21000,Semi-Auto,24002,Diesel,145,54.3,2
 1 Series,2020,22000,Manual,2000,Petrol,145,44.1,1.5
 1 Series,2014,15000,Semi-Auto,38689,Petrol,235,37.7,3
 X4,2020,45500,Semi-Auto,1608,Petrol,145,26.9,3
 3 Series,2015,16998,Semi-Auto,31915,Diesel,145,53.3,3
 4 Series,2017,19498,Semi-Auto,28912,Diesel,145,65.7,2
 5 Series,2017,20998,Semi-Auto,21068,Diesel,145,62.8,2
 3 Series,2017,17998,Semi-Auto,34118,Diesel,150,60.1,2
 3 Series,2016,17498,Semi-Auto,27146,Diesel,150,56.5,3
 4 Series,2017,17410,Automatic,37842,Diesel,145,65.7,2
 2 Series,2016,18498,Semi-Auto,18245,Diesel,145,55.4,2
 3 Series,2018,22998,Semi-Auto,16360,Diesel,145,57.7,2
 3 Series,2019,26698,Semi-Auto,8273,Diesel,145,48.7,2
 4 Series,2016,14998,Manual,24711,Petrol,160,46.3,2
 3 Series,2016,14995,Manual,43400,Diesel,125,58.9,2
 3 Series,2019,23498,Semi-Auto,7516,Diesel,145,54.3,2
 4 Series,2019,21998,Semi-Auto,17740,Diesel,145,65.7,2
 3 Series,2019,27298,Semi-Auto,8319,Diesel,145,48.7,2
 3 Series,2019,26498,Semi-Auto,18526,Diesel,145,48.7,2
 X5,2016,24998,Automatic,83269,Diesel,200,47.1,3
 1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5
 X1,2017,17998,Automatic,33358,Diesel,125,60.1,2
 1 Series,2018,17498,Semi-Auto,17063,Petrol,145,36.7,2
 1 Series,2013,8998,Manual,34750,Diesel,30,65.7,2
 X5,2014,27995,Automatic,43946,Diesel,265,42.2,3
 X1,2016,19998,Semi-Auto,21621,Diesel,145,55.4,2
 5 Series,2018,27498,Semi-Auto,13197,Hybrid,140,156.9,2
 3 Series,2015,12498,Semi-Auto,87795,Diesel,125,60.1,2
 1 Series,2016,13998,Semi-Auto,50525,Diesel,30,65.7,2
 1 Series,2016,13498,Semi-Auto,42001,Diesel,20,68.9,1.5
 1 Series,2014,11998,Manual,20990,Diesel,30,64.2,2
 1 Series,2014,10998,Automatic,56379,Petrol,145,48.7,1.6
 3 Series,2015,12498,Manual,50730,Diesel,20,68.9,2
 X1,2016,17698,Manual,29018,Diesel,125,58.9,2
 3 Series,2013,9998,Semi-Auto,46121,Diesel,30,62.8,2
 4 Series,2017,19498,Semi-Auto,16463,Diesel,145,65.7,2
 3 Series,2016,17498,Semi-Auto,39239,Hybrid,0,134.5,2
 5 Series,2018,24498,Semi-Auto,15032,Diesel,145,68.9,2
 X1,2016,18498,Semi-Auto,28813,Diesel,145,55.4,2
 3 Series,2019,22998,Semi-Auto,6394,Diesel,150,54.3,2
 X5,2019,58898,Semi-Auto,100,Diesel,150,37.7,3
 3 Series,2017,20998,Semi-Auto,14997,Diesel,145,51.4,3
 2 Series,2016,15498,Semi-Auto,14313,Petrol,125,51.4,1.5
 5 Series,2014,9998,Semi-Auto,82681,Diesel,30,62.8,2
 1 Series,2017,12498,Manual,37919,Diesel,20,72.4,1.5
 1 Series,2016,12498,Manual,38276,Diesel,20,70.6,1.5
 3 Series,2017,14498,Manual,21105,Petrol,150,48.7,2
 3 Series,2019,27498,Semi-Auto,9091,Diesel,150,52.3,2
 2 Series,2017,16498,Semi-Auto,25405,Diesel,150,64.2,2
 1 Series,2017,21498,Semi-Auto,23699,Petrol,200,39.8,3
 3 Series,2019,21998,Semi-Auto,7237,Diesel,145,60.1,2
 3 Series,2019,26998,Semi-Auto,15002,Diesel,145,48.7,2
 5 Series,2018,25998,Semi-Auto,19479,Diesel,145,46.3,2
 3 Series,2019,22898,Automatic,12249,Diesel,145,62.8,2
 1 Series,2019,17498,Automatic,10565,Diesel,145,72.4,1.5
 3 Series,2018,20998,Semi-Auto,28180,Petrol,145,48.7,2
 1 Series,2017,15498,Semi-Auto,40228,Diesel,125,60.1,2
 5 Series,2015,11450,Manual,60529,Diesel,30,65.7,2
 X6,2016,30998,Semi-Auto,26782,Diesel,200,44.8,3
 X2,2019,21998,Manual,5687,Petrol,150,41.5,1.5
 6 Series,2015,17498,Semi-Auto,51412,Diesel,160,49.6,3
 3 Series,2016,18998,Semi-Auto,28762,Diesel,160,51.4,3
 1 Series,2016,14998,Automatic,30300,Diesel,30,65.7,2
 i3,2017,19998,Automatic,41949,Hybrid,140,470.8,0
 3 Series,2017,15998,Semi-Auto,16943,Petrol,150,51.4,2
 3 Series,2017,14998,Manual,13309,Petrol,150,48.7,2
 3 Series,2019,26498,Semi-Auto,7098,Petrol,150,41.5,2
 4 Series,2019,31898,Semi-Auto,4125,Diesel,145,50.4,3
 M4,2016,29998,Semi-Auto,26363,Petrol,305,34,3
 2 Series,2016,19999,Semi-Auto,29139,Petrol,205,39.8,3
 3 Series,2016,17998,Semi-Auto,44888,Diesel,160,51.4,3
 3 Series,2016,18998,Semi-Auto,19125,Diesel,150,53.3,3
 2 Series,2017,15998,Manual,12248,Petrol,125,53.3,1.5
 2 Series,2015,9698,Manual,60891,Diesel,20,68.9,2
 2 Series,2018,18498,Semi-Auto,7202,Petrol,145,38.2,2
 5 Series,2017,22498,Semi-Auto,19864,Diesel,145,65.7,2
 3 Series,2016,14498,Semi-Auto,58872,Diesel,30,67.3,2
 X1,2017,19862,Semi-Auto,11000,Diesel,150,55.4,2
 X7,2019,68898,Automatic,5203,Petrol,145,24.8,3
 5 Series,2016,19998,Semi-Auto,16555,Diesel,160,51.4,2
 3 Series,2017,22998,Semi-Auto,19505,Diesel,145,51.4,3
 X3,2019,35998,Semi-Auto,2451,Diesel,145,54.3,2
 7 Series,2019,48898,Semi-Auto,17501,Diesel,145,41.5,3
 X2,2019,24998,Manual,4174,Diesel,145,48.7,2
 5 Series,2019,26898,Semi-Auto,4917,Diesel,145,65.7,2
 1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5
 4 Series,2016,18500,Semi-Auto,22566,Diesel,145,55.4,3
 1 Series,2015,16314,Manual,17846,Petrol,300,35.3,3
 3 Series,2019,29998,Semi-Auto,10171,Petrol,145,41.5,2
 5 Series,2017,25498,Semi-Auto,20279,Hybrid,135,156.9,2
 X5,2016,35498,Automatic,14626,Diesel,235,42.8,3
 3 Series,2019,27498,Semi-Auto,14793,Diesel,145,48.7,2
 X1,2016,18998,Semi-Auto,20259,Diesel,145,55.4,2
 3 Series,2017,21898,Semi-Auto,10305,Diesel,145,56.5,3
 1 Series,2016,12498,Manual,22103,Diesel,20,72.4,1.5
 3 Series,2016,16998,Semi-Auto,44600,Diesel,145,56.5,3
 X1,2017,21498,Semi-Auto,19682,Petrol,160,44.8,2
 1 Series,2017,13998,Manual,33094,Diesel,20,72.4,1.5
 3 Series,2019,35998,Semi-Auto,9632,Diesel,145,49.6,2
 3 Series,2016,12950,Semi-Auto,44635,Diesel,0,74.3,2
 3 Series,2017,15127,Semi-Auto,26630,Petrol,125,51.4,2
 3 Series,2014,11470,Semi-Auto,49500,Diesel,30,62.8,2
 4 Series,2014,13991,Manual,22908,Diesel,125,58.9,2
 3 Series,2016,19298,Semi-Auto,32382,Diesel,200,49.6,3
 4 Series,2019,21998,Semi-Auto,16616,Diesel,145,65.7,2
 3 Series,2016,18998,Automatic,24709,Diesel,145,53.3,3
